Topic,Count,Name,Representation,Representative_Docs
24,30,24_employability_perceive employability_embeddedness_fit,"['employability', 'perceive employability', 'embeddedness', 'fit', 'perceive', 'person', 'engagement', 'paradox', 'nc', 'self']","['perceive employability core self evaluation resource accord conservation resource cor explanatory perceive employability core self evaluation cse resource relation different physical mental base obtain romanian blue collar 59.5 man hierarchical regression perceive employability add variance compare variance cse resource respect perceive employability individual decision leave value inform human resource strategy order retain healthy workforce llc core self evaluation resource perceive employability', 'employability paradox development idiosyncratic deal recipient apply social cognitive build moderated mediation development idiosyncratic deal deal affect recipient specifically propose path link development deal recipient path retention path perceive internal employability path path perceive external employability hypothesis company china show development deal improve recipient perception internal external employability perceive internal employability predict low risk perceive external employability predict high risk perceive internal external employability play mediating development deal furthermore recipient perception opportunity perform strengthen perceive internal employability weaken perceive external employability theoretical practical zhang deng xia lan development idiosyncratic deal external employability internal employability opportunity perform', 'employability paradox exist u shaped employability paradox adopt combine linear non linear base conservation resource cor prospect different seniority follow career perspective total pair match manager chinese enterprise wave hierarchical regression hypothesis paradox perceive employability promote performance specifically perceive employability u shaped direct performance seniority moderator show curvilinear exhibit short work seniority ≤3 year linear perceive employability performance exist long seniority > year emphasize value employability employer propose suitable follow employability enhancement practice u shape perceive employability apply cor prospect non linear validate good thing tmgt negate paradox perspective perceive general employability career yu yan zhang dong cheng employability paradox performance perceive employability conservation resource prospect good thing work seniority']"
25,30,25_csr_corporate_social responsibility_corporate social,"['csr', 'corporate', 'social responsibility', 'corporate social', 'responsibility', 'social', 'responsibility csr', 'internal', 'ceo', 'governance']","['in)congruent corporate social responsibility strategy affect configurational emerge country corporate social responsibility csr initiative internal external stakeholder independently attitude little know joint in)congruent internal external csr strategy draw social exchange argue perceive excessively favor csr effort external internal stakeholder trigger psychological contract breach increase utilize fuzzy qualitative comparative industry philippine interaction congruent csr strategy high internal external csr critical fulfil psychological contract retain low perceive internal csr high csr perception lead psychological contract breach ultimately high psychological contract breach weaken joint high perceive internal external csr strengthen high perceive csr practice ltd corporate social responsibility fuzzy qualitative comparative csr perception psychological contract breach', 'internal marketing corporate social responsibility csr initiative csr portfolio corporate hypocrisy attitude firm invest corporate social responsibility csr activity nonprofit fight protect environment demonstrate firm external stakeholder customer increasingly interested firm internal stakeholder i.e. firm lag csr activity understand internal customer firm csr investment critical play decisive extract value firm csr activity et al represent essential mediator csr financial performance peloza dissatisfied negatively stakeholder customer e.g. highly credible source csr information morse nielsen hypocrisy evoke csr portfolio break csr strategy portfolio perspective inform stakeholder csr portfolio imbalance i.e. large company external internal csr effort demonstrate detrimental imbalance company internal stakeholder i.e. utilize multisource secondary dataset n = show csr portfolio significantly increase employ cross industry n = demonstrate csr portfolio evoke corporate hypocrisy promote emotional exhaustion quit point crucial importance holistic manage csr portfolio account balance external internal csr customers.reference available request academy marketing science corporate hypocrisy corporate social responsibility csr', 'corporate social responsibility psychological contract sme china important strategy affect perception attitude corporate social responsibility essential small medium sized enterprise sme rate achieve sustainable growth integrate social identity social exchange construct external reputation mechanism internal trust mechanism mechanism corporate social responsibility intermediate transmission mechanism psychological contract corporate social responsibility compare external corporate social responsibility internal corporate social responsibility strong corporate social responsibility transactional psychological contract corporate social responsibility relational psychological contract transactional psychological contract relational psychological contract psychological contract complete mediating external corporate social responsibility psychological contract play intermediary internal corporate social responsibility enrich corporate social responsibility reference sme effectively perform internal external social responsibility rate hui corporate social responsibility relational psychological contract sme transactional psychological contract']"
26,28,26_diversity_diversity climate_climate_minority,"['diversity', 'diversity climate', 'climate', 'minority', 'color', 'veteran', 'faith', 'discrimination', 'community', 'professional color']","['diversity climate color justice matter fold diversity climate professional color second moderate mediating interactional procedural justice diversity climate interactive racial awareness diversity climate report psychological contract violation conduct professional color correlation regression employ hypothesis indicate diversity climate affect interactional procedural justice play mediating diversity climate moderated mediation indicate moderated mediation low high procedural justice diversity climate perceive fair racially aware respondent report low psychological contract violation professional color industry complete generalizability caution cross sectional single source consistent past credibility originality value workforce diversity importance effectively manage member show diversity climate justice color create maintain fair diversity climate important attract retain high quality professional color equal opportunity ethnic social justice united states america', 'diversity climate sequential mediating personal diversity value affective diversity climate show diversity climate perception diversity practice procedure know little intervene mechanism diversity climate individual perceive diversity climate personal diversity value affective company affiliate south korea hypothesize structural equation sem personal diversity value affective sequentially mediate perceive diversity climate enhance understanding mediating mechanism link perceive diversity climate personal diversity value affective link originality value theorize perceive diversity climate personal diversity value affective diversity climate personal diversity value', 'diversity ethical interactive diversity ethical climate effort identify antecedent likely offer value money save recruitment new hire training utilize stakeholder perspective corporate social responsibility perceive climate ethic diversity climate voluntary specifically ethic climate value enforce ethically correct behavior affect diversity climate indicate ethic climate moderate diversity climate low worker perceive pro diversity highly ethical climate reinforce need communicate diversity value ethical standard springer corporate social responsibility diversity climate ethical climate']"
27,28,27_engagement_work engagement_craft_personality dimension,"['engagement', 'work engagement', 'craft', 'personality dimension', 'performance', 'work', 'personality', 'resource', 'strength use', 'personal resource']","['mediation work engagement resource performance work engagement resource performance korean total complete response korean data structural equation modeling sem propose hypothesis show resource direct work engagement work engagement direct performance direct work engagement partial mediating resource performance resource recommendation international society performance improvement', 'work engagement essential performance scrutinize work engagement mediator personal resource performance specifically focus work engagement total complete response time korean utilize structural equation sem compete specify personal resource directly performance indirectly performance work engagement specify personal resource indirectly performance work engagement compete demonstrate overall adequately fit well show direct personal resource work engagement direct work engagement performance statistically statistically mediating work engagement personal resource performance personal resource base theoretical practical human resource recommendation performance resource personal resource work engagement', 'craft mediating work engagement craft work engagement work engagement mediator craft validated service company china structural equation modeling show work engagement partially mediate craft extend prior confirm craft work engagement predictor generate craft improve work engagement scientific journal publisher craft work engagement']"
28,27,28_nurse_leadership_member_leader,"['nurse', 'leadership', 'member', 'leader', 'member exchange', 'leader member', 'exchange', 'nursing', 'unit', 'quality']","['multilevel investigation nursing cross leader member exchange nursing unit multilevel individual characteristic leader member exchange nursing little attention multilevel nurse nest team italian hospital self administer hierarchical linear modelling show mediate characteristic leave individual unit leader member exchange directly link leave furthermore cross interaction leader member exchange moderate characteristic single concern key characteristic important create motivate satisfy unit leader member exchange offer understand unit create leader nurse workplace wellbeing nursing show important nursing recognise relevance practice foster healthy workplace centre high quality nurse supervisor ltd characteristic leader member exchange multilevel nursing', 'unit leadership nurse physician collaboration nursing report individual nurse leave unit workplace collective environment worker constantly interact quality work develop unit unit performance attitude cross sectional self administer measure leader member exchange nurse physician collaboration affective individual administer individually nurse italian hospital total nurse 81·7 response rate complete show affective individual completely mediate leader member exchange nursing furthermore cross interaction individual nurse high individual affective unit show low strong nurse physician collaboration high show importance implement practice promote high quality nurse supervisor nurse physician increase nurse identification unit individual affective important quality retain workforce good nurse supervisor instrumental develop identification work unit quality staff member important nurse decision leave blackwell ltd affective leader member exchange mediate moderate multilevel nurse physician collaboration nursing nursing unit', 'leader member exchange team member exchange nurse leader member exchange team member exchange nurse leader member exchange refer quality leader member team generally focus member leader member exchange nursing refer situation nurse member evaluate head nurse leader member leader member exchange affect nurse exchange important nurse participant descriptive head nurse clinical nurse work hospital korea hierarchical regression leader leader member exchange member leader member exchange team member exchange leader leader member exchange member leader member exchange affect leader leader member exchange team member exchange member leader member exchange confirm important improve leader member exchange team member exchange nursing practice important need focus communication exchange leader staff member increase assist leader play important lower nurse create culture nurse communicate nursing policy policy need component performance evaluation nurse leader attendance regular programme training improve leadership communication skill consultation staff member international council nurse leader member exchange nurse team member exchange']"
29,27,29_gps_rural_general_general practice,"['gps', 'rural', 'general', 'general practice', 'leave', 'practice', 'rural general', 'rural gps', 'nhs', 'doctor']","['psycho demographic predict doctor leave new zealand general practice assess predictive ability demographic psychological respect new zealand general practitioner gps leave general practice gps demographic measure gender age life status income hour work work arrangement psychological measure general practice measure single item general practice measure meyer allen 1,2 component leave general practice measure time interval month year response rate percent gps indicate leave general practice month nearly indicate leave year despite report reasonably high mean score 3.67/5 overall report general practice demographic exhibit statistically intend occupation predictive ability poor general practice significantly negatively leave high predictive value demographic leave mediate interested maintenance adequate gp workforce attention pay work necessary establish develop maintain', 'effectiveness cognitive behavioural coaching improve retention rural general practitioner determine cognitive behavioural coaching rural general practitioner gps leave actual leaving rural general practice experimental utilise intervention rural gps deidentified baseline control remain population rural gps south australia rural general practice participant rural gps south australia intervention n = baseline n = control n = intervention hour cognitive behavioural coaching program measure(s rural doctor distress leave rural general practice actual retention rate rural gps gps undergo cognitive behavioural coaching low rural doctor distress score mean = 24.50 confidence interval 21.71 27.29 baseline mean = 28.63 confidence interval 27.08 30.17 coach rural gps intervention leave general practice coach χ2(2 = 16.31 p lt .001 year period coach remain general practice compare control χ2(1 = 4.89 p = 0.027 cognitive behavioural coaching stress rural gps self identify need manage stress leave rural general practice despite initially compare general population rural gps gps coach remain rural general practice australian journal rural national rural alliance coach psychology base intervention psychological rural gp dissatisfaction stress', 'psychological retain rural general practitioner retention rural gps increase area concern receive considerable attention government medical authority medium psychological intervention assist retention rural gps target psychological gps complete rural practice psychological work morale distress distress specifically work rural general practice quality work life leave rural practice rural general practice south australia participant eighty seven rural gps indicate rural gps seriously leave rural practice high work distress high distress specifically work rural general practice low quality work life gps leave rural practice report have few colleague professional indicate psychological intervention cognitive behavioural training assistance stress reduction cope mechanism interaction colleague benefit gps leave rural practice training increase gps ultimately stay rural practice psychological quality life rural general practice rural gps stress']"
30,27,30_abusive_abusive supervision_supervision_self,"['abusive', 'abusive supervision', 'supervision', 'self', 'supervision work', 'identification', 'deviance', 'abuse', 'supervisor', 'subordinate']","['abusive supervision quit neutralizing meaningful work indian harmful abusive supervision subordinate behaviour performance quit dearth empirical deleterious interpersonal especially indian moderate meaningful work mitigate abusive supervision subordinate software professional work indian company self report n = time lag occasion span t1 t2 confirm abusive supervision strongly subordinate quit meaningful work moderate abusive supervision quit originality value empirical abusive supervision indian negligible moderate meaningful work abusive supervision quit abusive supervision india information quit meaningful work', 'abusive supervision dehumanization extent experience abusive supervision lead feel dehumanize consequence experimental manipulate abusive supervision show abusive supervision lead dehumanization turn consequence i.e. decrease affective increase base cross lag panel confirm abusive supervision dehumanization show abusive supervision dehumanization finally indicate indirect dehumanization abusive supervision hand affective hand moderate perceive coworker springer science+business medium llc springer nature abusive supervision affective dehumanization perceive coworker', 'abusive supervision moderated mediation link abusive supervision subordinate dissatisfaction moderate continuance process wave time lag n = hospitality industry china show abusive supervision predict subordinate directly indirectly dissatisfaction continuance boundary mediate link weak high continuance present practical abusive supervision lead hospitality industry hospitality understand abusive supervision prevalence intervention detrimental abusive supervision hospitality originality value prior supervisor abuse hospitality scant bridge noteworthy gap abusive supervision chinese hospitality theoretical practical hospitality industry abusive supervision continuance hospitality industry dissatisfaction']"
31,27,31_covid19_pandemic_covid19 pandemic_fear,"['covid19', 'pandemic', 'covid19 pandemic', 'fear', 'fear covid19', 'healthcare worker', 'risk', 'perceive risk', 'healthcare', 'perceive']","['succumb covid-19 pandemic healthcare worker satisfied intend leave healthcare worker tremendous pressure covid-19 pandemic concerned intend leave paramount healthcare worker feel satisfied live pandemic life healthcare worker covid-19 pandemic april healthcare worker complete cross sectional online assess life ongoing covid-19 pandemic office day predict life vary age example healthcare worker office day negatively predict young e.g. \xa0 year old b = − 0.21 ci − 0.36 − 0.60 positively predict old e.g. \xa0 year old b = 0.25 ci 0.06 0.44 enable healthcare identify staff concern life enable early remain motivated fight prolong covid-19 pandemic springer science+business medium llc springer nature ncov coronavirus latin america occupational risk', 'status threat perceive chinese association psychology behavior covid-19 pandemic cross sectional chinese encounter physical verbal attack decade poor patient physician lead broad spectrum consequence assess status threat perceive association psychology behavior covid-19 pandemic conduct cross sectional online november december province heilongjiang province province province china total recruit complete anonymous valid develop item threat scale dimension damage performance impairment value derogation sentiment internal consistency reliability show dimension overall scale exhibit high internal consistency 0.756–0.947 additionally average score perceive overall threat damage performance impairment value derogation sentiment 4.35 ± 0.51 4.24 ± 0.73 4.33 ± 0.58 4.22 ± 0.65 4.53 ± 0.55 respectively show threat perceive positively associate psychological stress β = 0.270 p < 0.01 emotional exhaustion β = 0.351 p < 0.01 β = 0.268 p < 0.01 medical behavior β = 0.224 p < 0.01 negatively associate β = −0.194 p < 0.01 subjective β = −0.245 p < 0.01 newly develop scale reliable tool measure threat perceive chinese china suffer high threat anti covid-19 pandemic damage psychology behavior threat perceive enlarge risk emotional exhaustion psychological stress threaten great threat associate low frequent medical behavior high essential intervention governance measure protect benefit china urgently need chinese medical behavior emotional exhaustion threat psychological stress', 'sick leave quit nursing staff german hospital covid-19 pandemic sick leave nurse exacerbate exist nursing shortage covid-19 pandemic germany country frequency associated sick leave quit nurse need maintain healthcare online nursing staff n = german hospital conduct july sick leave day quit work depression anxiety sleep disorder symptom effort reward imbalance eri covid-19 sociode measure regression perform quit present 18.9 32.5 report sick leave ≥10 12.3 day month ≥10 sick leave day infection sar cov-2 pre existing illness exhaustion trust colleague fear infect high eri reward perception sufficient staff contact infected associate low odd ≥10 sick leave day low reward having work department pandemic work time high depression significantly predict alarmingly nurse intend quit work healthcare perceive reward buffer sick leave protection covid-19 workload prevent sick leave depression prevention improve time worker nurse licensee mdpi basel switzerland covid-19 care care worker quit nurse sick leave']"
32,27,32_fit_person_autonomy_person fit,"['fit', 'person', 'autonomy', 'person fit', 'craft', 'fit person', 'nonfamily', 'transition', 'personality', 'self']","['person fit case service industry voluntary costly attitude receive substantial attention focus service industry person fit divide person fit dimension person policy fit person supervisor fit person coworker fit build path show person fit positively person supervisor fit direct utility ieee person fit service', 'person environment fit behavior longitudinal person environment fit attitude initial month employer respondent respond second month show person person supervisor person fit significantly logistic regression show person fit significantly actual time actual person environment fit person fit person fit person supervisor fit', 'perceive person fit medical center mediating person fit person fit fill exist fit ti comprehensive ti propose interplay multidimensional fit person p o fit person p g fit person p j fit participant select different specialization mansoura university medical center medical center represent proportionately self administer agree participate distribute valid complete n=385 partial square utilize show p o fit p g fit p j fit positively negatively ti furthermore p o fit ti partially mediate p g fit p j fit originality value present simultaneously multidimensional different fit ti identify fit perspective ti intensely advance insight mediating p g fit p j fit p o fit ti person fit person fit person fit quantitative']"
33,26,33_correctional_police_jail_officer,"['correctional', 'police', 'jail', 'officer', 'stress', 'correctional staff', 'staff', 'correctional officer', 'jail staff', 'correction']","['strain emotion american police identify source strain police american police n \xa0 = \xa0 construct path estimate direct indirect environmental mediating emotionality police report likely experience burnout frustration and/or emotional drain strenuous police supervisor work life imbalance source emotion express operational technical perceive lack procedural justice agency highly educate significantly likely report burnout intent base relatively small convenience police reader interpret cautiously practical police police administrator implement follow policy procedure ensure fair consistent treatment originality value focus exclusively police general strain law enforcement police leadership police police procedural justice', 'satisfied correctional staff correlate correctional staff past decade increase pressure correctional agency attract quality staff raise worker see fundamental way decrease considerable area possible correctional staff less extent possible consequence numerous conflict difficult understand clearly associate present well understanding correctional staff base correctional administrator urge concentrate improve work environment focus correctional staff characteristic', 'pursue correctional career motivation stay researcher argue correction plague problem high increase difficulty hiring avoid pursue correctional work unfavorable working high occupational stress cultural stigma despite avoid purse correctional career thousand correctional staff united states order burgeon correctional staff stay quit directly ask correctional staff motivate pursue occupation stay draw focus correctional staff adult correctional facility qualitative illustrate motivation social connection criminal justice career path work environment benefit pursue correctional career stay personality workstyle comradery retirement correctional staff motivation']"
34,25,34_nurse_work family_family conflict_family,"['nurse', 'work family', 'family conflict', 'family', 'conflict', 'work', 'stress', 'sleep', 'nursing', 'nurse work']","['work family conflict nurse meta analytic meta analytic synthesize nurse work family conflict meta analytical conduct accord institute guideline prisma checklist source total k \xa0 = \xa0 publication publish english work family conflict retrieve psycinfo web science scopus database work family conflict summarize overall size r \xa0 = .28 n \xa0 = \xa0 ci 0.23−0.33 obtain indicate moderate work family conflict moderator show individualism long term orientation account size heterogeneity work family conflict correlation work family conflict guideline recommendation development strategy promote nurse retention alleviate nursing shortage national culture particularly individualism long term orientation play moderator culture highly individualistic long term orientation diminish work family conflict work family conflict significantly regardless cultural characteristic policymaker develop strategy balance orient work prevent nurse shortage ltd meta national culture nurse nursing work family conflict', 'work family conflict nurse work family conflict important nursing extensively worldwide increase nurse leave intend leave country traditional family arrangement increasingly relevant precursor work family conflict filipino nurse identify work family conflict filipino nurse work perceive quality care descriptive utilize thousand n \xa0 = \xa0 register nurse month experience work hospital work family conflict scale index perceive stress scale single item measure single item measure care quality filipino nurse experience moderate work family conflict nurse age education facility size hospital location predict work family conflict work family predict stress leave perceive quality care accordance international filipino nurse experience work family conflict work family conflict improve work increase care quality rating nursing practice policy measure work family conflict nurse account different identify particularly modifiable nurse work care quality improve employ empirically base measure effectively work family conflict international council nurse family conflict family work conflict intent leave nursing nursing practice psychological distress work', 'sleep disturbance mediate association work family conflict depressive symptom nurse cross sectional know subject nurse high risk work family conflict long irregular work hour physical psychosocial work environment nurse report high rate depressive symptom general public lead high rate burnout absenteeism work family conflict associate consequence nurse physical illness mental disorder add exist knowledge past topic mechanism work family conflict depression rarely sleep association identify association sleep disturbance work family conflict depressive symptom nurse contribution report important sleep disturbance translate work family conflict depressive symptom nurse practice nurse need receive training good practice maintain sleep mental sleep education training workplace program base intervention promote healthy sleep practice cognitive behavioral therapy complementary integrative evaluate effectiveness work family conflict mental nurse healthcare incorporate mental service assistance program nurse psychological sleep disorder screening counseling follow abstract introduction depression identify lead disability worldwide nurse report high rate depression general public work family conflict challenge nurse lead depression poor mechanism work family conflict depression understand use cross sectional sleep disturbance association work family conflict depressive symptom nurse measure work work family conflict sleep disturbance depressive symptom nurse profit community hospital north eastern united states observe association work family conflict depressive symptom β \xa0 = \xa0 2.22 p \xa0 < .001 nurse sleep disturbance partially mediate association 40.54 sleep disturbance play important translate work family conflict depressive symptom base intervention promote healthy sleep practice evaluate effectiveness work family conflict mental sleep education training component workplace promotion assistance programme mitigate work family conflict promote overall nurse ltd depressive symptom mental sleep disturbance sleep quality work family conflict work']"
35,23,35_citizenship_citizenship behavior_behavior_ocb,"['citizenship', 'citizenship behavior', 'behavior', 'ocb', 'citizenship pressure', 'citizenship behaviour', 'behavior citizenship', 'pressure', 'involuntary citizenship', 'experienced incivility']","['control system citizenship behaviour system kontroli zarządzania jego wpływ na zachowanie organizacyjne obywateli oraz ich intencje zakupowe realize vision mission company human resource especially important effectiveness efficiency good performance own understanding control behavior requirement formal system company control system function control wide range business activity behavior citizenship encourage business turn citizenship expect citizenship citizenship citizenship mediating control system primary data apply descriptive structural control system citizenship behavior citizenship behavior show citizenship behavior control czestochowa university indonesia control system mcs citizenship behaviour ocb warp partial square 5.0', 'commitman citizenship behavior pt sales indonesia branch increase international business activity characterize increase foreign direct investment investment multinational company create increase competition industry global strategy challenge survive continue grow maintain industrial require improve ability expertise increase citizenship behavior citizenship behavior pt sale indonesia feel weak situation characterize presence low high absenteeism average reach high determine citizenship behavior determine citizenship behavior partially simultaneously unit pt.hsi unit observation pt hsi branch branch pt hsi people descriptive especially qualitative verification hypothesis statistical verification equipment structural equation structural equation process lisrel 8.70 undertake researcher citizenship behavior citizenship behavior citizenship behavior medwell journal citizenship behavior partially simultaneously', 'differential citizenship behavior involuntary citizenship behavior emotional exhaustion citizenship behavior pro social behavior involve voluntarily task outside specify contractual obligation behavior improve performance leader welcome supervisor ask subordinate citizenship behavior feel discretion remove know involuntary citizenship behavior situation coerce perform task contractual obligation benefit organization.this involuntary citizenship behavior citizenship behavior demonstrate people satisfied present situation involuntary citizenship behavior dissatisfaction stress demonstrate different citizenship behavior involuntary citizenship behavior emotional exhaustion emphasize involuntary citizenship behavior effort involuntary citizenship behavior islamic university emotional exhaustion involuntary citizenship behavior citizenship behavior']"
36,22,36_scale_validity_measure_single item,"['scale', 'validity', 'measure', 'single item', 'item', 'workaholism', 'personality heterogeneity', 'inequity', 'work', 'single']","['work basic need scale italian validation present validate work basic need w bns scale italian social carry conduct exploratory parallel run confirmatory run second dimensional structure w bns scale conduct construct validity scale show need competence autonomy relatedness associate resource social autonomy professional growth low burnout attitude show response scale affect social desirability conduct evaluate nomological validity scale respondent mediate basic need leave measure et al unidimensional target free scale kut nomological validity scale line expectation need associate kut turn mediate need practical direction capozza falvo di basic need kut measure self determination w bns scale', 'heavy work investment motivational present motivational correlate heavy work investment workaholism work engagement build regulatory focus work pursue strategy use achieve furthermore workaholism work engagement different work performance cross sectional dutch banking industry structural equation modeling workaholism primarily positively associate have prevention focus work engagement primarily positively associate have promotion focus furthermore workaholism negatively performance positively work engagement positively associate performance negatively associate form heavy work investment fully mediate regulatory foci work rely self report relatively homogeneous cross sectional degree allow infer causal practical different work use different strategy pursue form heavy work investment oppositely work develop policy workaholism promote work engagement regulatory foci originality value present demonstrate heavy work investment distinguish unique motivational unique pattern work behaviour motivation psychology', 'reliability validity single item measure reliability validity single item overall measure public agency n = work personality single item measure underwent follow correction formula estimate minimum reliability correlation item work personality measure determine concurrent validity construct validity relevance promotion logistic regression determine predictability single item measure minimum reliability estimate high correlational validity logistic regression indicate substantial predictability correlation measure consistent psychometric property single item overall measure worksite promotion cognitive instrument development measure measurement nonexperimental prevention self report workplace']"
37,22,37_dog_work_grievance_worker,"['dog', 'work', 'grievance', 'worker', 'fit', 'dog work', 'woman', 'fit worker', 'person', 'environment fit']","['work person environment fit managerial administrative mining personnel person environment fit assert work environment likely lead occupational stress vary person environment fit key criterion work engagement work wellbeing unique managerial administrative mining personnel online self report distribute australian mining company chief executive officer anonymous link send staff participant respond consist previously validate measure hierarchical regression ability demand fit need supply fit work engagement additionally work wellbeing significantly associate increased person fit need supply fit need supply fit need supply fit significantly predict criterion personal need fulfilment work activity work wellbeing work engagement personal need fulfilment work produce central institute labour protection national institute pib mining occupational stress person environment fit wellbee work engagement', 'turnaway worker person environment fit perspective especially view increase skill shortage retention information worker remain important practitioner confront relevant behavioral behalf worker turnaway mean worker leave employer start work employer stay profession turnaway reflect abandonment profession emerge cpr community variety lead worker turnaway e.g. perceive alternative personality attribute category superior individual long fit worker expectation turn turn away develop exist absent fit worker individual turnaway ground person environment fit work environment fit consist dimension person vocation fit worker fit profession s choose person fit worker fit s currently work person fit worker fit s currently employ person fit worker fit work team s work person person fit worker fit supervisor person environment fit information system development single fit dimension work focus fit dimension person environment fit worker turnaway perform different demographic characteristic evidently show play turnaway age gender work experience figure owner worker person environment fit turnaway', 'office novel strategy promote work engagement quality life despite grow dog work day wellbeing benefit associate interaction friendly dog e.g. animal assist activity little benefit response work work engagement work base friendship social medium use work quality life dog pet dog attachment dog general scale predominantly female comprise of243 bring dog work = bring dog work = bring dog work remain bring dog work dog work report high average work engagement vigour dedication absorption total difference report comparison vigour total vigour dedication absorption total dog work significantly low work base friendship higher compare dog work benefit bring dog work observe term work quality life high score general wellbeing home work interface career control work work overall work quality life compare dog work dog work report low use social medium break time identify important develop workplace policy dog demographic weight i.e. size training important define ideal office dog deserve need improve wellbeing promote effective business performance economic gain important office base business allow workplace hall mill engagement office quality life work performance']"
38,22,38_training_company_development_program,"['training', 'company', 'development', 'program', 'briefing', 'ess', 'uk', 'award', 'ss', 'business']","['training intervention fulfil managerial end proliferate mean iran assess training practice iranian\ue4f8base organisation adopt conform qualitative form case semi\ue4f8structured interview adopt qualitative enhance validity information derive interview interview supplement observation examination document different functional area capital training indicate training upward overall training motivation productivity indirect orientation training turn gap expectation perception effectiveness organisational training sufficient correlate directly contribution training programme overall performance organisation need empirical focus rigorous testing training intervention human resource practice practical fundamental need iranian reconsider understanding rationale training intervention second realise increase importance training achieve sustainable competitive advantage long term encourage recognise training need fourth recognise importance training organisational respect international company wish exploit business opportunity iran need know iranian culture difference middle eastern country overcome exist cross\ue4f8cultural challenge originality value degree adoption training strategy reflect new different attitude practice non\ue4f8managerial see major shortcoming perspective novel middle east particular focus iran human resource iran middle east qualitative train', 'strategy unlock latent superpower training motivation invest late development globe pinpoint practical cut edge case briefing prepare independent writer add impartial comment place convey multifacete benefit small firm invest self development way drive enhance performance receive training effective see skill increase motivated satisfied productive staff stay long low absence rate way contrast damage staff rate stress cumulatively lower product quality customer profitability originality value briefing save busy executive researcher hour read time select good pertinent information present condensed easy digest format effective training performance productivity small firm', 'predict training keep loyalty top quality learning experience late development globe pinpoint practical cut edge case briefing prepare independent writer add impartial comment place training crucial metric like base response government jordan training boost efficacy mind wandering low training high high training boost loyalty work life conflict training feel like little choice rearrange life attend schedule work training quality training invite visualize story career originality value briefing save busy executive researcher hour read time select good pertinent information present condensed easy digest format loyalty mind wander efficacy training work life conflict']"
39,21,39_violence_workplace violence_workplace_horizontal violence,"['violence', 'workplace violence', 'workplace', 'horizontal violence', 'nurse', 'horizontal', 'wpv', 'emergency', 'nursing', 'abuse']","['workplace violence hospital nurse resilience mediator identify workplace violence mediation resilience hospital nurse cross sectional total register nurse recruit hospital south korea april participant invite complete self report measure workplace violence resilience demographic information obtain regression simple mediation apply process macro correct bootstrap confidence interval 5,000 bootstrap control demographic covariate workplace violence significantly account variance demonstrate resilience partially mediate workplace violence hospital nurse 73.8 nurse experience workplace violence attack personality attack professional status isolation work direct attack workplace violence directly nurse indirectly resilience hospital administrator need develop workplace violence preventive program resilience enhancement program decrease nurse leave korean society nursing science nurse psychological resilience violence', 'workplace violence emergency nurse cross sectional emergency nurse clarify workplace violence show differ nurse different specialty focus general nurse emergency nurse descriptive cross sectional conduct self administer emergency nurse beijing china convenience sampling path workplace violence emergency nurse 90.2 high high contrary direct workplace violence direct workplace violence direct emergency department measure workplace violence increase nurse especially high australia ltd emergency department nursing workplace violence', 'workplace violence nurse gender difference propensity score match 工作场所暴力与护士结局的关系 倾向性评分匹配样本的性别差异研究 workplace violence nurse compare gender difference secondary cross sectional workplace violence measure item international hospital nurse measure tool burnout stay propensity score match generate sociodemographic balanced dataset male female nurse hypothetical derive affective comparative statistic multi structural equation modelling conduct gender difference china december august male nurse report workplace violence staff stay female mediation burnout sharing female nurse consistent affective workplace violence directly link stay male nurse male nurse experience workplace violence staff female nurse respond emotionally workplace violence like female nurse male nurse respond behaviourally problem gender difference workplace violence nurse male nurse experience workplace violence female nurse link directly stay workplace violence link stay nurse mediate burnout gender base prevention cope workplace violence nursing training ltd burnout gender stay nurse propensity score match structural equation modelling workplace violence']"
